ssgrp_nom,meal_name,test_name,test_value,meal_value
légumes,"Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Igname saint martin, pulpe, cuit à la vapeur, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Massissi, pulpe, cru, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Papaye, pulpe, crue, prélevée à la Martinique",Phosphore P,-45,-
légumes,"Papaye, pulpe, cuite à la vapeur, prélevée à la Martinique",Phosphore P,-45,-
légumes,"Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique",Phosphore P,-45,-
légumes,"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique",Phosphore P,-45,-
légumes,"Pois d'angole, entier, cuit à la vapeur, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Ti nain, pulpe, cuit à la vapeur, prélevé à la Martinique",Phosphore P,-45,-
légumes,"Tomate, entière, crue, prélevée à la Martinique",Phosphore P,-45,-
légumes,"Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis)",Phosphore P,-45,28
légumes,"Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule)",Phosphore P,-45,23
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,7
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,50
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"37,2"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,140
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,54
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"56,2"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"28,8"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,111
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,46
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,238
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"52,3"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"45,5"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"57,3"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"41,8"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,210
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,223
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,54
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,84
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,70
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,100
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,40
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,81
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,106
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,81
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,59
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,120
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,210
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,70
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"51,7"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"43,7"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,47
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,43
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,-
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,64
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"75,2"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,28
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,84
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,76
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,55
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,49
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,27
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,"40,5"
pommes de terre et autres tubercules,pommes de terre et autres tubercules,Phosphore P,-45,30
légumineuses,"Haricot coco, bouilli/cuit à l'eau",Phosphore P,-45,180
légumineuses,"Fève, bouillie/cuite à l'eau",Phosphore P,-45,160
légumineuses,"Haricot blanc, bouilli/cuit à l'eau",Phosphore P,-45,110
légumineuses,"Haricot rouge, bouilli/cuit à l'eau",Phosphore P,-45,150
légumineuses,"Lentille, bouillie/cuite à l'eau",Phosphore P,-45,180
légumineuses,"Pois cassé, bouilli/cuit à l'eau",Phosphore P,-45,134
légumineuses,"Pois chiche, bouilli/cuit à l'eau",Phosphore P,-45,140
légumineuses,"Haricot flageolet, appertisé, égouttés",Phosphore P,-45,86
légumineuses,"Lentille, cuisinée, appertisée, égouttée",Phosphore P,-45,"82,7"
légumineuses,"Haricot blanc, appertisé, égoutté",Phosphore P,-45,91
légumineuses,"Haricot flageolet, bouilli/cuit à l'eau",Phosphore P,-45,110
légumineuses,"Haricot rouge, appertisé, égoutté",Phosphore P,-45,118
légumineuses,"Haricot mungo, bouilli/cuit à l'eau",Phosphore P,-45,156
légumineuses,"Pois chiche, appertisé, égoutté",Phosphore P,-45,"82,5"
légumineuses,"Haricot flageolet, vert, bouilli/cuit à l'eau",Phosphore P,-45,97
légumineuses,"Fève, pelée, surgelée, cuite à l'eau",Phosphore P,-45,97
légumineuses,"Fève, surgelée, bouillie/cuite à l'eau",Phosphore P,-45,88
légumineuses,"Lentille verte, bouillie/cuite à l'eau",Phosphore P,-45,160
légumineuses,"Lentille blonde, bouillie/cuite à l'eau",Phosphore P,-45,120
légumineuses,"Lentille corail, bouillie/cuite à l'eau",Phosphore P,-45,110
légumineuses,"Légume sec, cuit (aliment moyen)",Phosphore P,-45,159
légumineuses,"Fève à écosser, fraîche",Phosphore P,-45,112
légumineuses,"Lentille, germée",Phosphore P,-45,173
légumineuses,"Lupin, graine crue",Phosphore P,-45,440
légumineuses,"Fève, fraîche, surgelée",Phosphore P,-45,-
légumineuses,"Haricot flageolet, surgelé",Phosphore P,-45,-
légumineuses,"Fève, pelée, surgelée, crue",Phosphore P,-45,-
légumineuses,"Haricot blanc, sec",Phosphore P,-45,363
légumineuses,"Lentille, sèche",Phosphore P,-45,326
légumineuses,"Pois cassé, sec",Phosphore P,-45,364
légumineuses,"Pois chiche, sec",Phosphore P,-45,276
légumineuses,"Fève, sèche",Phosphore P,-45,421
légumineuses,"Haricot rouge, sec",Phosphore P,-45,406
légumineuses,"Haricot mungo, sec",Phosphore P,-45,387
légumineuses,"Lentille corail, sèche",Phosphore P,-45,330
légumineuses,"Haricot flageolet, vert, sec",Phosphore P,-45,440
légumineuses,"Lentille verte, sèche",Phosphore P,-45,480
légumineuses,"Lentille blonde, sèche",Phosphore P,-45,360
fruits,"Abricot, dénoyauté, cru",Phosphore P,-45,22
fruits,"Ananas, pulpe, cru",Phosphore P,-45,"8,1"
fruits,"Banane, pulpe, crue",Phosphore P,-45,29
fruits,"Cassis, cru",Phosphore P,-45,"53,5"
fruits,"Cerise, dénoyautée, crue",Phosphore P,-45,19
fruits,"Citron, pulpe, cru",Phosphore P,-45,12
fruits,"Coing, cru",Phosphore P,-45,17
fruits,"Figue, crue",Phosphore P,-45,21
fruits,"Fraise, crue",Phosphore P,-45,23
fruits,"Framboise, crue",Phosphore P,-45,29
fruits,"Fruit de la passion ou maracudja, pulpe et pépins, cru",Phosphore P,-45,46
fruits,"Grenade, pulpe et pépins, crue",Phosphore P,-45,27
fruits,"Groseille, crue",Phosphore P,-45,38
fruits,"Groseille à maquereau, crue",Phosphore P,-45,"26,2"
fruits,"Kiwi, pulpe et graines, cru",Phosphore P,-45,26
fruits,"Litchi, pulpe, cru",Phosphore P,-45,27
fruits,"Clémentine ou Mandarine, pulpe, crue",Phosphore P,-45,18
fruits,"Mangue, pulpe, crue",Phosphore P,-45,12
fruits,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",Phosphore P,-45,17
fruits,"Mirabelle, crue",Phosphore P,-45,21
fruits,"Myrtille, crue",Phosphore P,-45,12
fruits,"Mûre (de ronce), crue",Phosphore P,-45,25
fruits,"Nectarine ou brugnon, pulpe et peau, crue",Phosphore P,-45,"26,7"
fruits,"Orange, pulpe, crue",Phosphore P,-45,38
fruits,"Papaye, pulpe, crue",Phosphore P,-45,"8,7"
fruits,"Pastèque, pulpe, crue",Phosphore P,-45,"9,7"
fruits,"Poire, pulpe et peau, crue",Phosphore P,-45,"15,4"
fruits,"Pomme, pulpe et peau, crue",Phosphore P,-45,"14,4"
fruits,"Pomelo (dit Pamplemousse), pulpe, cru",Phosphore P,-45,17
fruits,"Prune Reine-Claude, crue",Phosphore P,-45,20
fruits,"Pêche, pulpe et peau, crue",Phosphore P,-45,21
fruits,"Raisin blanc, à gros grain (type Italia ou Dattier), cru",Phosphore P,-45,16
fruits,"Raisin noir, cru",Phosphore P,-45,"21,8"
fruits,"Rhubarbe, tige, crue",Phosphore P,-45,"18,6"
fruits,"Pomme, pulpe, crue",Phosphore P,-45,11
fruits,"Carambole, pulpe, crue",Phosphore P,-45,12
fruits,"Anone ou chérimole, pulpe, crue",Phosphore P,-45,26
fruits,"Feijoa, pulpe, crue",Phosphore P,-45,19
fruits,"Figue de Barbarie, pulpe et graines, crue",Phosphore P,-45,"17,5"
fruits,"Kaki, pulpe, cru",Phosphore P,-45,13
fruits,"Citron vert ou Lime, pulpe, cru",Phosphore P,-45,24
fruits,"Mûre noire (du mûrier), crue",Phosphore P,-45,38
fruits,"Ramboutan, pulpe, crue",Phosphore P,-45,9
fruits,"Tamarin, fruit mûr, pulpe, cru",Phosphore P,-45,113
fruits,"Goyave, pulpe, crue",Phosphore P,-45,40
fruits,"Pomme Canada, pulpe, crue",Phosphore P,-45,"8,61"
fruits,"Pomme Golden, pulpe, crue",Phosphore P,-45,"8,8"
fruits,"Prune, crue",Phosphore P,-45,"17,8"
fruits,"Raisin Chasselas, cru",Phosphore P,-45,21
fruits,"Poire, pulpe, crue",Phosphore P,-45,13
fruits,"Griotte, crue",Phosphore P,-45,15
fruits,"Raisin, cru",Phosphore P,-45,20
fruits,"Canneberge ou cranberry, crue",Phosphore P,-45,"13,5"
fruits,"Pomme Granny Smith, pulpe, crue",Phosphore P,-45,"7,6"
fruits,"Pomme Granny Smith, pulpe et peau, crue",Phosphore P,-45,"7,6"
fruits,"Citron, zeste, cru",Phosphore P,-45,12
fruits,"Sureau, baie, crue",Phosphore P,-45,"47,4"
fruits,"Myrtille, surgelée, crue",Phosphore P,-45,10
fruits,"Salade de fruits, crue",Phosphore P,-45,"16,7"
fruits,"Framboise, surgelée, crue",Phosphore P,-45,38
fruits,"Nectarine ou brugnon, jaune, pulpe et peau, crue",Phosphore P,-45,19
fruits,"Nectarine ou brugnon, blanche, pulpe et peau, crue",Phosphore P,-45,18
fruits,"Mûre (de ronce), surgelée, crue",Phosphore P,-45,30
fruits,"Pomelo (dit Pamplemousse) jaune, pulpe, cru",Phosphore P,-45,8
fruits,"Pomelo (dit Pamplemousse) rose, pulpe, cru",Phosphore P,-45,18
fruits,"Poire Conférence, pulpe, crue",Phosphore P,-45,"9,3"
fruits,"Poire Williams, pulpe, crue",Phosphore P,-45,"9,8"
fruits,"Pomme Chantecler, pulpe, crue",Phosphore P,-45,10
fruits,"Pomme Gala, pulpe, crue",Phosphore P,-45,"7,8"
fruits,"Pomme Pink lady, pulpe, crue",Phosphore P,-45,"7,5"
fruits,"Pêche blanche, pulpe et peau, crue",Phosphore P,-45,18
fruits,"Pêche blanche, pulpe, crue",Phosphore P,-45,18
fruits,"Pêche jaune, pulpe, crue",Phosphore P,-45,17
fruits,"Dourian, pulpe, cru",Phosphore P,-45,39
fruits,"Kumquat, sans pépin, cru",Phosphore P,-45,19
fruits,"Longan, pulpe, cru",Phosphore P,-45,21
fruits,"Pamplemousse chinois, pulpe, cru",Phosphore P,-45,17
fruits,"Pomme Golden, pulpe et peau, crue",Phosphore P,-45,10
fruits,"Raisin noir Muscat, cru",Phosphore P,-45,20
fruits,"Melon miel ou melon honeydew, pulpe, cru",Phosphore P,-45,"15,8"
fruits,"Fruits rouges, crus (framboises, fraises, groseilles, cassis)",Phosphore P,-45,"32,6"
fruits,Fruit cru (aliment moyen),Phosphore P,-45,"20,1"
fruits,Compote de pomme,Phosphore P,-45,6
fruits,"Rhubarbe, tige, cuite, sucrée",Phosphore P,-45,8
fruits,"Compote, tout type de fruits",Phosphore P,-45,13
salades composées et crudités,"Salade de thon et légumes, appertisée",Potassium K,-26,232
salades composées et crudités,"Salade composée avec viande ou poisson, appertisée",Potassium K,-26,220
salades composées et crudités,"Champignons à la grecque, appertisés",Potassium K,-26,277
salades composées et crudités,"Salade de pommes de terre, fait maison",Potassium K,-26,254
salades composées et crudités,"Taboulé ou Salade de couscous, préemballé",Potassium K,-26,210
salades composées et crudités,"Salade de pomme de terre à la piémontaise, préemballée",Potassium K,-26,300
salades composées et crudités,"Salade de riz, appertisée",Potassium K,-26,143
salades composées et crudités,"Salade de pâtes, végétarienne",Potassium K,-26,84
salades composées et crudités,"Crudité, sans assaisonnement (aliment moyen)",Potassium K,-26,241
salades composées et crudités,"Salade de pâtes aux légumes, avec poisson ou viande, préemballée",Potassium K,-26,193
salades composées et crudités,"Macédoine de légumes en salade, avec sauce, préemballée",Potassium K,-26,-
salades composées et crudités,"Salade César au poulet (salade verte, fromage, croûtons, sauce), préemballée",Potassium K,-26,300
salades composées et crudités,"Salade végétale à base de boulgour et/ou quinoa et légumes, préemballée",Potassium K,-26,140
salades composées et crudités,"Carottes râpées, avec sauce, préemballées",Potassium K,-26,-
salades composées et crudités,"Salade de betterave, avec sauce, préemballée",Potassium K,-26,-
salades composées et crudités,"Salade de chou ou Coleslaw, avec sauce, préemballée",Potassium K,-26,210
salades composées et crudités,"Salade de concombre à la crème/fromage blanc, préemballée",Potassium K,-26,-
salades composées et crudités,"Salade de lentilles et saucisse fumée, préemballée",Potassium K,-26,-
salades composées et crudités,"Salade grecque, avec sauce, préemballée",Potassium K,-26,-
salades composées et crudités,"Salade de riz à la niçoise, avec sauce, préemballée",Potassium K,-26,-
salades composées et crudités,"Taboulé ou Salade de couscous au poulet, préemballé",Potassium K,-26,190
soupes,"Soupe aux lentilles, préemballée à réchauffer",Potassium K,-26,144
soupes,"Soupe à la volaille et aux légumes, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe aux légumes variés, préemballée à réchauffer",Potassium K,-26,110
soupes,"Soupe de poissons et / ou crustacés, préemballée à réchauffer",Potassium K,-26,110
soupes,"Soupe aux légumes variés, déshydratée reconstituée",Potassium K,-26,60
soupes,"Soupe aux poireaux et pommes de terre, préemballée à réchauffer",Potassium K,-26,94
soupes,"Soupe à la volaille et aux vermicelles, préemballée à réchauffer",Potassium K,-26,"30,5"
soupes,"Bouillon de viande et légumes type pot-au-feu, prêt à consommer",Potassium K,-26,15
soupes,"Soupe à l'oignon, préemballée à réchauffer",Potassium K,-26,28
soupes,"Soupe aux champignons, préemballée à réchauffer",Potassium K,-26,62
soupes,"Soupe à la carotte, préemballée à réchauffer",Potassium K,-26,140
soupes,"Soupe à la tomate, préemballée à réchauffer",Potassium K,-26,130
soupes,"Soupe chorba frik, à base de viande et de frik",Potassium K,-26,157
soupes,"Soupe minestrone, préemballée à réchauffer",Potassium K,-26,106
soupes,"Soupe au pistou, déshydratée reconstituée",Potassium K,-26,132
soupes,"Soupe de poissons et / ou crustacés, déshydratée reconstituée",Potassium K,-26,"0,01"
soupes,"Soupe asiatique, avec pâtes, déshydratée reconstituée",Potassium K,-26,"37,8"
soupes,"Soupe marocaine, déshydratée reconstituée",Potassium K,-26,"80,5"
soupes,"Soupe aux poireaux et pommes de terre, déshydratée reconstituée",Potassium K,-26,"0,023"
soupes,"Soupe à la volaille et aux légumes, déshydratée reconstituée",Potassium K,-26,-
soupes,"Bouillon de boeuf, déshydraté reconstitué",Potassium K,-26,"0,01"
soupes,"Soupe aux asperges, déshydratée reconstituée",Potassium K,-26,"0,035"
soupes,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe aux céréales et aux légumes, déshydratée reconstituée",Potassium K,-26,94
soupes,"Soupe à la tomate, déshydratée reconstituée",Potassium K,-26,65
soupes,"Soupe aux champignons, déshydratée reconstituée",Potassium K,-26,48
soupes,"Soupe à l'oignon, déshydratée reconstituée",Potassium K,-26,"56,7"
soupes,"Soupe au potiron, préemballée à réchauffer",Potassium K,-26,130
soupes,"Bouillon de volaille, déshydraté reconstitué",Potassium K,-26,10
soupes,"Bouillon de légumes, déshydraté reconstitué",Potassium K,-26,8
soupes,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée",Potassium K,-26,62
soupes,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée",Potassium K,-26,36
soupes,"Soupe au pistou, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe au potiron, déshydratée reconstituée",Potassium K,-26,"0,01"
soupes,"Soupe asiatique, avec pâtes, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe minestrone, déshydratée reconstituée",Potassium K,-26,122
soupes,"Soupe au cresson, déshydratée reconstituée",Potassium K,-26,-
soupes,"Soupe au cresson, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe aux légumes avec fromage, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe aux légumes verts, préemballée à réchauffer",Potassium K,-26,120
soupes,"Soupe aux légumes verts, déshydratée reconstituée",Potassium K,-26,50
soupes,"Soupe aux pois cassés, préemballée à réchauffer",Potassium K,-26,-
soupes,"Soupe froide type Gaspacho ou Gazpacho, préemballée",Potassium K,-26,210
soupes,"Soupe aux asperges, préemballée à réchauffer",Potassium K,-26,-
soupes,Soupe (aliment moyen),Potassium K,-26,108
soupes,"Soupe miso, déshydratée reconstituée",Potassium K,-26,49
plats composés,Tripes à la mode de Caen,Potassium K,-26,"42,5"
plats composés,"Tripes à la mode de Caen, préemballées",Potassium K,-26,"34,6"
plats composés,Tripes à la tomate ou à la provençale,Potassium K,-26,-
plats composés,Blanquette de veau,Potassium K,-26,190
plats composés,Boeuf bourguignon,Potassium K,-26,230
plats composés,"Sauté d'agneau au curry, préemballé",Potassium K,-26,200
plats composés,"Canard en sauce (poivre vert, chasseur, etc.), préemballé",Potassium K,-26,-
plats composés,"Lapin à la moutarde, préemballé",Potassium K,-26,-
plats composés,Coq au vin,Potassium K,-26,145
plats composés,Paupiette de veau,Potassium K,-26,272
plats composés,Paupiette de volaille,Potassium K,-26,264
plats composés,Viande en sauce (aliment moyen),Potassium K,-26,198
plats composés,Poulet au curry et au lait de coco,Potassium K,-26,210
plats composés,"Meloukhia, plat à base de boeuf et corete, fait maison",Potassium K,-26,228
plats composés,"Palette à la diable, préemballée",Potassium K,-26,-
plats composés,"Langue de boeuf sauce madère, préemballée",Potassium K,-26,-
plats composés,"Porc au caramel, préemballé",Potassium K,-26,160
plats composés,"Boulettes au boeuf, à la sauce tomate, préemballées",Potassium K,-26,-
plats composés,"Paupiette de veau, préemballée,  cuite au four",Potassium K,-26,260
plats composés,"Carpaccio de boeuf, avec marinade",Potassium K,-26,242
plats composés,Yakitori (brochettes japonaises grillées en sauce),Potassium K,-26,340
plats composés,"Brochette de boeuf, cuite",Potassium K,-26,430
plats composés,"Brochette de volaille, cuite",Potassium K,-26,520
plats composés,"Hachis parmentier à la viande, préemballé",Potassium K,-26,184
plats composés,Couscous au mouton,Potassium K,-26,187
plats composés,"Couscous à la viande ou au poulet, préemballé, allégé",Potassium K,-26,148
plats composés,"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée",Potassium K,-26,390
plats composés,"Couscous royal (avec plusieurs viandes), préemballé",Potassium K,-26,179
plats composés,Couscous au poulet,Potassium K,-26,153
plats composés,"Couscous à la viande, préemballé",Potassium K,-26,179
plats composés,"Parmentier de canard, préemballé",Potassium K,-26,-
plats composés,"Parmentier de canard, préemballé, cuit",Potassium K,-26,290
plats composés,"Cassoulet, appertisé",Potassium K,-26,289
plats composés,"Choucroute garnie, préemballée",Potassium K,-26,"97,5"
plats composés,"Petit salé ou saucisse aux lentilles, préemballé",Potassium K,-26,167
plats composés,"Pot-au-feu, préemballé",Potassium K,-26,189
plats composés,Boeuf aux carottes,Potassium K,-26,119
plats composés,Potée auvergnate (chou et porc),Potassium K,-26,221
plats composés,"Cassoulet au porc, appertisé",Potassium K,-26,293
plats composés,"Cassoulet au canard ou oie, appertisé",Potassium K,-26,307
plats composés,Tomate farcie,Potassium K,-26,199
plats composés,"Chou farci, préemballé",Potassium K,-26,-
plats composés,"Chili con carne, préemballé",Potassium K,-26,282
plats composés,Moussaka,Potassium K,-26,576
plats composés,Navarin d'agneau aux légumes,Potassium K,-26,230
plats composés,Tajine de mouton,Potassium K,-26,211
plats composés,Osso buco,Potassium K,-26,234
plats composés,"Poulet basquaise, préemballé",Potassium K,-26,-
plats composés,"Tajine de poulet, préemballé",Potassium K,-26,220
plats composés,"Chop suey (porc ou poulet), préemballé",Potassium K,-26,-
plats composés,Légumes farcis (sauf tomate),Potassium K,-26,184
plats composés,Moules marinières (oignons et vin blanc),Potassium K,-26,-
plats composés,"Moules farcies (matière grasse, persillade…), préemballées, crues",Potassium K,-26,180
plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru",Potassium K,-26,223
plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit",Potassium K,-26,180
plats composés,"Saumon à l'oseille, préemballé",Potassium K,-26,-
plats composés,"Poisson blanc à la bordelaise, préemballé",Potassium K,-26,317
plats composés,"Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé",Potassium K,-26,348
plats composés,"Poisson blanc à la florentine (sauce aux épinards), préemballé",Potassium K,-26,-
plats composés,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé",Potassium K,-26,-
plats composés,"Poisson blanc à la sauce moutarde, préemballé",Potassium K,-26,-
plats composés,"Poisson blanc à la parisienne (sauce aux champignons), préemballé",Potassium K,-26,-
plats composés,"Poisson blanc à l'estragon, préemballé",Potassium K,-26,-
plats composés,"Poisson blanc sauce oseille, préemballé",Potassium K,-26,260
plats composés,"Saumon farci, préemballé",Potassium K,-26,-
plats composés,Brochette de poisson,Potassium K,-26,320
plats composés,Brochette de crevettes,Potassium K,-26,169
plats composés,"Poisson en sauce, surgelé",Potassium K,-26,331
plats composés,Poisson cuit (aliment moyen),Potassium K,-26,347
plats composés,"Poisson blanc, cuit (aliment moyen)",Potassium K,-26,296
plats composés,"Poisson blanc, de mer, cuit (aliment moyen)",Potassium K,-26,294
plats composés,Paëlla,Potassium K,-26,148
plats composés,Couscous au poisson,Potassium K,-26,192
plats composés,"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",Potassium K,-26,190
plats composés,Sushi ou Maki aux produits de la mer,Potassium K,-26,130
plats composés,Terrine ou mousse de légumes,Potassium K,-26,232
plats composés,Flan de légumes,Potassium K,-26,200
plats composés,"Haricots blancs à la sauce tomate, appertisés",Potassium K,-26,-
plats composés,"Piperade basquaise, préemballée",Potassium K,-26,190
plats composés,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",Potassium K,-26,-
plats composés,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",Potassium K,-26,-
plats composés,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",Potassium K,-26,-
plats composés,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",Potassium K,-26,-
plats composés,"Ratatouille cuisinée, préemballée",Potassium K,-26,295
plats composés,"Épinards à la crème, préemballés",Potassium K,-26,-
plats composés,"Gratin d'aubergine, préemballé",Potassium K,-26,-
plats composés,Gratin dauphinois,Potassium K,-26,219
plats composés,Endive au jambon,Potassium K,-26,104
plats composés,"Gratin de chou-fleur, préemballé",Potassium K,-26,147
plats composés,Gratin de légumes,Potassium K,-26,175
plats composés,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",Potassium K,-26,-
plats composés,"Palet ou galette de légumes, préfrit, surgelé",Potassium K,-26,-
plats composés,"Palet ou galette de légumes, préfrit, surgelé, cuit",Potassium K,-26,250
plats composés,"Choucroute, sans garniture, égouttée, cuite",Potassium K,-26,83
plats composés,"Tomate à la provençale, fait maison",Potassium K,-26,247
plats composés,Beignet de légumes,Potassium K,-26,209
plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, frite",Potassium K,-26,390
plats composés,"Gratin de légumes en sauce blanche type béchamel, cuit",Potassium K,-26,190
plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",Potassium K,-26,340
plats composés,"Blé dur précuit cuisiné, en sachet micro-ondable",Potassium K,-26,-
plats composés,"Blé dur précuit, grains entiers, cuisiné, à poêler",Potassium K,-26,-
plats composés,"Ravioli à la viande, sauce tomate, appertisé",Potassium K,-26,169
plats composés,Lasagnes ou cannelloni à la viande (bolognaise),Potassium K,-26,194
plats composés,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",Potassium K,-26,176
plats composés,Riz cantonais,Potassium K,-26,78
plats composés,"Ravioli chinois à la vapeur à la crevette, cuit",Potassium K,-26,56
plats composés,Gratin de pâtes,Potassium K,-26,124
plats composés,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",Potassium K,-26,-
plats composés,"Pâtes à la carbonara (spaghetti, tagliatelles…)",Potassium K,-26,"87,1"
plats composés,"Lasagnes ou cannellonis au poisson, préemballées",Potassium K,-26,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",Potassium K,-26,"47,9"
plats composés,"Couscous de légumes, préemballé",Potassium K,-26,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",Potassium K,-26,130
plats composés,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",Potassium K,-26,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",Potassium K,-26,95
