ssgrp_nom,meal_name,test_name,test_value,meal_value
soupes,"Soupe à la volaille et aux légumes, déshydratée reconstituée",Iode I,-69,-
soupes,"Bouillon de boeuf, déshydraté reconstitué",Iode I,-69,-
soupes,"Soupe aux asperges, déshydratée reconstituée",Iode I,-69,-
soupes,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer",Iode I,-69,-
soupes,"Soupe aux céréales et aux légumes, déshydratée reconstituée",Iode I,-69,-
soupes,"Soupe à la tomate, déshydratée reconstituée",Iode I,-69,< 20
soupes,"Soupe aux champignons, déshydratée reconstituée",Iode I,-69,< 20
soupes,"Soupe à l'oignon, déshydratée reconstituée",Iode I,-69,1
soupes,"Soupe au potiron, préemballée à réchauffer",Iode I,-69,< 20
soupes,"Bouillon de volaille, déshydraté reconstitué",Iode I,-69,-
soupes,"Bouillon de légumes, déshydraté reconstitué",Iode I,-69,-
soupes,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée",Iode I,-69,< 20
soupes,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée",Iode I,-69,< 20
soupes,"Soupe au pistou, préemballée à réchauffer",Iode I,-69,-
soupes,"Soupe au potiron, déshydratée reconstituée",Iode I,-69,-
soupes,"Soupe asiatique, avec pâtes, préemballée à réchauffer",Iode I,-69,-
soupes,"Soupe minestrone, déshydratée reconstituée",Iode I,-69,-
soupes,"Soupe au cresson, déshydratée reconstituée",Iode I,-69,-
soupes,"Soupe au cresson, préemballée à réchauffer",Iode I,-69,-
soupes,"Soupe aux légumes avec fromage, préemballée à réchauffer",Iode I,-69,-
soupes,"Soupe aux légumes verts, préemballée à réchauffer",Iode I,-69,< 20
soupes,"Soupe aux légumes verts, déshydratée reconstituée",Iode I,-69,< 20
soupes,"Soupe aux pois cassés, préemballée à réchauffer",Iode I,-69,-
soupes,"Soupe froide type Gaspacho ou Gazpacho, préemballée",Iode I,-69,< 20
soupes,"Soupe aux asperges, préemballée à réchauffer",Iode I,-69,-
soupes,Soupe (aliment moyen),Iode I,-69,"16,5"
soupes,"Soupe miso, déshydratée reconstituée",Iode I,-69,70
plats composés,Tripes à la mode de Caen,Iode I,-69,6
plats composés,"Tripes à la mode de Caen, préemballées",Iode I,-69,-
plats composés,Tripes à la tomate ou à la provençale,Iode I,-69,-
plats composés,Blanquette de veau,Iode I,-69,< 20
plats composés,Boeuf bourguignon,Iode I,-69,"3,8"
plats composés,"Sauté d'agneau au curry, préemballé",Iode I,-69,-
plats composés,"Canard en sauce (poivre vert, chasseur, etc.), préemballé",Iode I,-69,-
plats composés,"Lapin à la moutarde, préemballé",Iode I,-69,-
plats composés,Coq au vin,Iode I,-69,"3,3"
plats composés,Paupiette de veau,Iode I,-69,"5,54"
plats composés,Paupiette de volaille,Iode I,-69,"5,4"
plats composés,Viande en sauce (aliment moyen),Iode I,-69,"7,06"
plats composés,Poulet au curry et au lait de coco,Iode I,-69,< 20
plats composés,"Meloukhia, plat à base de boeuf et corete, fait maison",Iode I,-69,"2,8"
plats composés,"Palette à la diable, préemballée",Iode I,-69,-
plats composés,"Langue de boeuf sauce madère, préemballée",Iode I,-69,-
plats composés,"Porc au caramel, préemballé",Iode I,-69,< 20
plats composés,"Boulettes au boeuf, à la sauce tomate, préemballées",Iode I,-69,-
plats composés,"Paupiette de veau, préemballée,  cuite au four",Iode I,-69,< 20
plats composés,"Carpaccio de boeuf, avec marinade",Iode I,-69,"9,12"
plats composés,Yakitori (brochettes japonaises grillées en sauce),Iode I,-69,< 20
plats composés,"Brochette de boeuf, cuite",Iode I,-69,< 20
plats composés,"Brochette de volaille, cuite",Iode I,-69,< 20
plats composés,"Hachis parmentier à la viande, préemballé",Iode I,-69,"4,55"
plats composés,Couscous au mouton,Iode I,-69,3
plats composés,"Couscous à la viande ou au poulet, préemballé, allégé",Iode I,-69,"2,3"
plats composés,"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée",Iode I,-69,< 20
plats composés,"Couscous royal (avec plusieurs viandes), préemballé",Iode I,-69,"5,8"
plats composés,Couscous au poulet,Iode I,-69,3
plats composés,"Couscous à la viande, préemballé",Iode I,-69,-
plats composés,"Parmentier de canard, préemballé",Iode I,-69,-
plats composés,"Parmentier de canard, préemballé, cuit",Iode I,-69,< 20
plats composés,"Cassoulet, appertisé",Iode I,-69,6
plats composés,"Choucroute garnie, préemballée",Iode I,-69,"17,8"
plats composés,"Petit salé ou saucisse aux lentilles, préemballé",Iode I,-69,2
plats composés,"Pot-au-feu, préemballé",Iode I,-69,6
plats composés,Boeuf aux carottes,Iode I,-69,"3,5"
plats composés,Potée auvergnate (chou et porc),Iode I,-69,4
plats composés,"Cassoulet au porc, appertisé",Iode I,-69,-
plats composés,"Cassoulet au canard ou oie, appertisé",Iode I,-69,-
plats composés,Tomate farcie,Iode I,-69,4
plats composés,"Chou farci, préemballé",Iode I,-69,-
plats composés,"Chili con carne, préemballé",Iode I,-69,2
plats composés,Moussaka,Iode I,-69,"5,2"
plats composés,Navarin d'agneau aux légumes,Iode I,-69,"5,16"
plats composés,Tajine de mouton,Iode I,-69,2
plats composés,Osso buco,Iode I,-69,"3,3"
plats composés,"Poulet basquaise, préemballé",Iode I,-69,-
plats composés,"Tajine de poulet, préemballé",Iode I,-69,< 20
plats composés,"Chop suey (porc ou poulet), préemballé",Iode I,-69,-
plats composés,Légumes farcis (sauf tomate),Iode I,-69,"6,4"
plats composés,Moules marinières (oignons et vin blanc),Iode I,-69,-
plats composés,"Moules farcies (matière grasse, persillade…), préemballées, crues",Iode I,-69,100
plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru",Iode I,-69,-
plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit",Iode I,-69,20
plats composés,"Saumon à l'oseille, préemballé",Iode I,-69,-
plats composés,"Poisson blanc à la bordelaise, préemballé",Iode I,-69,92
plats composés,"Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé",Iode I,-69,71
plats composés,"Poisson blanc à la florentine (sauce aux épinards), préemballé",Iode I,-69,-
plats composés,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé",Iode I,-69,-
plats composés,"Poisson blanc à la sauce moutarde, préemballé",Iode I,-69,-
plats composés,"Poisson blanc à la parisienne (sauce aux champignons), préemballé",Iode I,-69,-
plats composés,"Poisson blanc à l'estragon, préemballé",Iode I,-69,-
plats composés,"Poisson blanc sauce oseille, préemballé",Iode I,-69,44
plats composés,"Saumon farci, préemballé",Iode I,-69,-
plats composés,Brochette de poisson,Iode I,-69,"65,5"
plats composés,Brochette de crevettes,Iode I,-69,"31,5"
plats composés,"Poisson en sauce, surgelé",Iode I,-69,"79,5"
plats composés,Poisson cuit (aliment moyen),Iode I,-69,"61,7"
plats composés,"Poisson blanc, cuit (aliment moyen)",Iode I,-69,"63,5"
plats composés,"Poisson blanc, de mer, cuit (aliment moyen)",Iode I,-69,"68,3"
plats composés,Paëlla,Iode I,-69,4
plats composés,Couscous au poisson,Iode I,-69,10
plats composés,"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",Iode I,-69,20
plats composés,Sushi ou Maki aux produits de la mer,Iode I,-69,< 20
plats composés,Terrine ou mousse de légumes,Iode I,-69,6
plats composés,Flan de légumes,Iode I,-69,< 20
plats composés,"Haricots blancs à la sauce tomate, appertisés",Iode I,-69,-
plats composés,"Piperade basquaise, préemballée",Iode I,-69,< 20
plats composés,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",Iode I,-69,-
plats composés,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",Iode I,-69,-
plats composés,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",Iode I,-69,-
plats composés,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",Iode I,-69,-
plats composés,"Ratatouille cuisinée, préemballée",Iode I,-69,3
plats composés,"Épinards à la crème, préemballés",Iode I,-69,-
plats composés,"Gratin d'aubergine, préemballé",Iode I,-69,-
plats composés,Gratin dauphinois,Iode I,-69,"8,2"
plats composés,Endive au jambon,Iode I,-69,"8,11"
plats composés,"Gratin de chou-fleur, préemballé",Iode I,-69,-
plats composés,Gratin de légumes,Iode I,-69,"4,03"
plats composés,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",Iode I,-69,-
plats composés,"Palet ou galette de légumes, préfrit, surgelé",Iode I,-69,-
plats composés,"Palet ou galette de légumes, préfrit, surgelé, cuit",Iode I,-69,< 20
plats composés,"Choucroute, sans garniture, égouttée, cuite",Iode I,-69,< 20
plats composés,"Tomate à la provençale, fait maison",Iode I,-69,"2,37"
plats composés,Beignet de légumes,Iode I,-69,"6,62"
plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, frite",Iode I,-69,< 20
plats composés,"Gratin de légumes en sauce blanche type béchamel, cuit",Iode I,-69,< 20
plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",Iode I,-69,< 20
plats composés,"Blé dur précuit cuisiné, en sachet micro-ondable",Iode I,-69,-
plats composés,"Blé dur précuit, grains entiers, cuisiné, à poêler",Iode I,-69,-
plats composés,"Ravioli à la viande, sauce tomate, appertisé",Iode I,-69,"5,5"
plats composés,Lasagnes ou cannelloni à la viande (bolognaise),Iode I,-69,"8,67"
plats composés,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",Iode I,-69,5
plats composés,Riz cantonais,Iode I,-69,2
plats composés,"Ravioli chinois à la vapeur à la crevette, cuit",Iode I,-69,< 20
plats composés,Gratin de pâtes,Iode I,-69,"5,4"
plats composés,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",Iode I,-69,-
plats composés,"Pâtes à la carbonara (spaghetti, tagliatelles…)",Iode I,-69,8
plats composés,"Lasagnes ou cannellonis au poisson, préemballées",Iode I,-69,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",Iode I,-69,"5,2"
plats composés,"Couscous de légumes, préemballé",Iode I,-69,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",Iode I,-69,< 20
plats composés,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",Iode I,-69,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",Iode I,-69,< 20
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",Iode I,-69,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",Iode I,-69,-
plats composés,Nouilles sautées/poêlées aux crevettes,Iode I,-69,< 20
plats composés,"Riz blanc, avec poulet, préemballé, cuit",Iode I,-69,-
plats composés,"Riz blanc, avec légumes et viande, préemballé, cuit",Iode I,-69,-
plats composés,"Risotto, aux légumes, préemballé",Iode I,-69,-
plats composés,"Risotto, aux fruits de mer, préemballé",Iode I,-69,-
plats composés,"Risotto, aux fromages, préemballé",Iode I,-69,-
plats composés,"Raviolis aux légumes, sauce tomate, appertisés",Iode I,-69,< 20
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",Iode I,-69,< 20
plats composés,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",Iode I,-69,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",Iode I,-69,-
plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",Iode I,-69,"8,32"
plats composés,"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",Iode I,-69,20
plats composés,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",Iode I,-69,< 20
plats composés,"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",Iode I,-69,< 20
plats composés,"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",Iode I,-69,-
plats composés,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",Iode I,-69,-
plats composés,"Fromage de chèvre pané à dorer, préemballé",Iode I,-69,20
plats composés,Soufflé au fromage,Iode I,-69,"14,8"
plats composés,"Tartiflette, préemballée",Iode I,-69,< 20
plats composés,Gougère,Iode I,-69,"24,5"
plats composés,"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",Iode I,-69,10
plats composés,Fromage pané au jambon,Iode I,-69,13
plats composés,Escalope végétale ou steak à base de soja,Iode I,-69,< 20
plats composés,Tempeh,Iode I,-69,< 20
plats composés,"Nuggets de blé (sans soja), préemballé",Iode I,-69,< 20
plats composés,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",Iode I,-69,< 20
plats composés,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",Iode I,-69,< 20
plats composés,Pané soja et blé (ne convient pas aux véganes ou végétaliens),Iode I,-69,< 20
plats composés,"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",Iode I,-69,< 20
plats composés,"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",Iode I,-69,< 20
plats composés,"Raviolis au tofu, à la sauce tomate, préemballés",Iode I,-69,< 20
plats composés,"Galette de céréales au fromage (sans soja), préemballé",Iode I,-69,< 20
plats composés,"Galette de céréales aux légumes (sans soja), préemballé",Iode I,-69,< 20
plats composés,"Boulette végétale au soja et/ou blé, préemballée",Iode I,-69,< 20
plats composés,"Galette ou pavé aux lentilles, soja et légumes, préemballé",Iode I,-69,< 20
plats composés,"Galette ou pavé au blé (seitan) et légumes, préemballé",Iode I,-69,< 20
plats composés,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",Iode I,-69,< 20
plats composés,"Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé",Iode I,-69,< 20
plats composés,"Galette ou pavé au soja et fromage, préemballé",Iode I,-69,< 20
plats composés,"Galette ou pavé au soja et légumes, préemballé",Iode I,-69,< 20
plats composés,"Galette ou pavé au soja, fromage et légumes, préemballé",Iode I,-69,< 20
plats composés,"Haché végétal à base de soja, préemballé",Iode I,-69,< 20
,,Iode I,-69,
"pizzas, tartes et crêpes salées","Pizza au fromage ou Pizza margherita, préemballée",Iode I,-69,"33,4"
"pizzas, tartes et crêpes salées","Quiche lorraine, préemballée",Iode I,-69,31
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon, préemballée",Iode I,-69,5
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon fromage, préemballée",Iode I,-69,"12,6"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Tarte aux légumes, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza jambon fromage, préemballée",Iode I,-69,6
"pizzas, tartes et crêpes salées","Tarte au fromage, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Tarte à la provençale, préemballée",Iode I,-69,"8,7"
"pizzas, tartes et crêpes salées","Pizza à la viande, type bolognaise, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées",Burritos,Iode I,-69,< 20
"pizzas, tartes et crêpes salées",Fajitas,Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Pizza au chorizo ou salami, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza aux fruits de mer, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza au saumon, préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Pizza au chèvre et lardons, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza aux légumes ou Pizza 4 saisons, préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Pizza champignons fromage, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza 4 fromages, préemballée",Iode I,-69,"8,8"
"pizzas, tartes et crêpes salées",Pizza (aliment moyen),Iode I,-69,11
"pizzas, tartes et crêpes salées","Pissaladière, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Tarte à l'oignon, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée",Iode I,-69,"11,2"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel fromage, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Flammenkueche ou Tarte flambée aux lardons, préemballée",Iode I,-69,7
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Tarte ou Tourte aux poireaux, préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Tarte au saumon, préemballée",Iode I,-69,"12,4"
"pizzas, tartes et crêpes salées","Tourte au riesling, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Tarte à la tomate, préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Tarte aux noix de Saint-Jacques, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pastilla au poulet, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza aux lardons, oignons et fromage, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Crêpe ou Galette aux noix de St Jacques, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées",Tarte ou quiche salée (aliment moyen),Iode I,-69,"21,7"
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Tarte au maroilles ou Flamiche au maroilles, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Ficelle picarde, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Tarte épinard chèvre, préemballée",Iode I,-69,< 20
"pizzas, tartes et crêpes salées","Tielle sétoise, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza au thon, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza kebab, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza au poulet, préemballée",Iode I,-69,-
"pizzas, tartes et crêpes salées","Pizza type raclette ou tartiflette, préemballée",Iode I,-69,-
sandwichs,"Focaccia, garnie",Iode I,-69,-
sandwichs,"Fougasse, garnie",Iode I,-69,18
sandwichs,"Croque-monsieur, fait maison",Iode I,-69,11
sandwichs,"Hot-dog, préemballé",Iode I,-69,< 20
sandwichs,"Hamburger, provenant de fast food",Iode I,-69,"16,9"
sandwichs,"Cheeseburger, provenant de fast food",Iode I,-69,15
sandwichs,"Double cheeseburger, provenant de fast food",Iode I,-69,< 5
sandwichs,"Burger au poisson, provenant de fast food",Iode I,-69,< 20
sandwichs,"Sandwich grec ou Kebab, pita, crudités",Iode I,-69,3
sandwichs,"Sandwich grec ou Kebab, baguette, crudités",Iode I,-69,"4,87"
sandwichs,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise",Iode I,-69,"15,1"
sandwichs,"Sandwich panini, jambon cru, mozzarella, tomates",Iode I,-69,-
sandwichs,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre",Iode I,-69,"7,66"
sandwichs,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise",Iode I,-69,"12,7"
sandwichs,"Sandwich baguette, jambon emmental, préemballé",Iode I,-69,-
sandwichs,"Sandwich baguette, saumon fumé, beurre",Iode I,-69,"22,3"
sandwichs,"Sandwich baguette, thon, maïs, crudités, préemballé",Iode I,-69,-
sandwichs,Burger au poulet,Iode I,-69,< 20
sandwichs,Pan bagnat,Iode I,-69,"7,52"
sandwichs,"Sandwich baguette, jambon, beurre",Iode I,-69,"5,63"
sandwichs,"Sandwich baguette, camembert, beurre",Iode I,-69,"7,57"
sandwichs,"Sandwich baguette, pâté, cornichons",Iode I,-69,"5,59"
sandwichs,"Sandwich baguette, saucisson, beurre",Iode I,-69,"5,13"
sandwichs,"Sandwich baguette, jambon, emmental, beurre",Iode I,-69,"10,2"
sandwichs,Sandwich (aliment moyen),Iode I,-69,
sandwichs,"Toasts ou Canapés salés, garnitures diverses, préemballés",Iode I,-69,"7,17"
sandwichs,"Sandwich baguette, crudités diverses, mayonnaise",Iode I,-69,"14,9"
sandwichs,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise",Iode I,-69,13
sandwichs,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise",Iode I,-69,"21,2"
sandwichs,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise",Iode I,-69,"12,3"
sandwichs,"Sandwich baguette, merguez, ketchup moutarde",Iode I,-69,"40,5"
sandwichs,"Sandwich baguette, salami, beurre",Iode I,-69,"5,08"
sandwichs,Croque-madame,Iode I,-69,"16,1"
sandwichs,Sandwich baguette (aliment moyen),Iode I,-69,
sandwichs,"Sandwich pain de mie, garnitures diverses, préemballé",Iode I,-69,-
sandwichs,"Croque-monsieur, préemballé",Iode I,-69,"11,1"
sandwichs,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé",Iode I,-69,-
sandwichs,"Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé",Iode I,-69,-
sandwichs,"Sandwich pain de mie complet, jambon, fromage, préemballé",Iode I,-69,-
sandwichs,"Sandwich pain de mie complet, poulet, crudités, mayonnaise, préemballé",Iode I,-69,-
feuilletées et autres entrées,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé",Iode I,-69,-
feuilletées et autres entrées,"Samossa ou Samoussa, préemballé, cuit",Iode I,-69,3
feuilletées et autres entrées,Feuilleté au poisson et / ou fruits de mer,Iode I,-69,50
feuilletées et autres entrées,"Spécialité chinoise type bouchée à la vapeur, préemballée, cuite",Iode I,-69,-
feuilletées et autres entrées,"Feuilleté aux escargots, préemballé",Iode I,-69,-
feuilletées et autres entrées,Feuilleté ou Friand au fromage,Iode I,-69,"10,4"
feuilletées et autres entrées,"Feuilleté ou Friand à la viande, préemballé",Iode I,-69,"7,1"
feuilletées et autres entrées,"Bouchée à la reine, à la viande/volaille/quenelle",Iode I,-69,< 20
feuilletées et autres entrées,Croissant au jambon,Iode I,-69,5
feuilletées et autres entrées,Rouleau de printemps,Iode I,-69,25
feuilletées et autres entrées,Nem ou Pâté impérial,Iode I,-69,1
feuilletées et autres entrées,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit",Iode I,-69,"12,9"
feuilletées et autres entrées,"Bouchée à la reine, au poisson et fruits de mer",Iode I,-69,"28,3"
feuilletées et autres entrées,Feuilleté ou Friand jambon fromage,Iode I,-69,"11,5"
feuilletées et autres entrées,"Beignet de viande, volaille ou poisson, fait maison, cru",Iode I,-69,"34,3"
feuilletées et autres entrées,"Brick à l'oeuf, fait maison, cuit",Iode I,-69,31
feuilletées et autres entrées,Brick au boeuf,Iode I,-69,15
feuilletées et autres entrées,"Brick à la pomme de terre, fait maison, cuit",Iode I,-69,"5,9"
feuilletées et autres entrées,Feuilleté salé (aliment moyen),Iode I,-69,"13,5"
feuilletées et autres entrées,"Bouchée à la reine, garnie (aliment moyen)",Iode I,-69,"19,2"
feuilletées et autres entrées,"Nem ou Pâté impérial, au poulet, préemballé, cuit",Iode I,-69,< 20
feuilletées et autres entrées,"Nem ou Pâté impérial, au porc, préemballé, cuit",Iode I,-69,< 20
feuilletées et autres entrées,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit",Iode I,-69,< 20
feuilletées et autres entrées,"Croissant au jambon fromage, préemballé",Iode I,-69,-
légumes,"Avocat, pulpe, cru",Iode I,-69,< 20
légumes,"Bette ou blette, crue",Iode I,-69,< 20
légumes,"Carotte, crue",Iode I,-69,< 20
légumes,"Champignon, tout type, cru",Iode I,-69,1
légumes,"Salade ou chicorée frisée, crue",Iode I,-69,"0,4"
légumes,"Chou rouge, cru",Iode I,-69,< 20
légumes,"Chou-fleur, cru",Iode I,-69,< 20
légumes,"Concombre, pulpe et peau, cru",Iode I,-69,"0,3"
légumes,"Courgette, pulpe et peau, crue",Iode I,-69,"1,64"
légumes,"Cresson de fontaine, cru",Iode I,-69,"13,5"
légumes,"Céleri branche, cru",Iode I,-69,< 20
légumes,"Endive, crue",Iode I,-69,< 20
légumes,"Fenouil, cru",Iode I,-69,< 20
légumes,"Laitue, crue",Iode I,-69,"1,22"
légumes,"Oignon, cru",Iode I,-69,< 10
légumes,"Pissenlit, cru",Iode I,-69,"0,4"
légumes,"Poireau, cru",Iode I,-69,"1,1"
légumes,"Poivron, vert, jaune ou rouge, cru",Iode I,-69,< 5
légumes,"Potiron, cru",Iode I,-69,-
légumes,"Radis rouge, cru",Iode I,-69,< 20
légumes,"Tomate, crue",Iode I,-69,"0,2"
légumes,"Artichaut, cru",Iode I,-69,"0,5"
légumes,"Aubergine, crue",Iode I,-69,"0,15"
légumes,"Cardon, cru",Iode I,-69,"0,095"
légumes,"Céleri-rave, cru",Iode I,-69,< 20
légumes,"Champignon de Paris ou champignon de couche, cru",Iode I,-69,1
légumes,"Brocoli, cru",Iode I,-69,"0,8"
légumes,"Chou de Bruxelles, cru",Iode I,-69,"0,25"
légumes,"Épinard, cru",Iode I,-69,"3,4"
légumes,"Haricot vert, cru",Iode I,-69,"0,8"
légumes,"Navet, pelé, cru",Iode I,-69,"0,5"
légumes,"Chou-rave, cru",Iode I,-69,"0,71"
légumes,"Chou vert, cru",Iode I,-69,"0,3"
légumes,"Haricot vert, surgelé, cru",Iode I,-69,"0,8"
légumes,"Petits pois, crus",Iode I,-69,"0,15"
légumes,"Asperge, pelée, crue",Iode I,-69,"0,15"
légumes,"Chou-fleur, surgelé, cru",Iode I,-69,"0,3"
légumes,"Épinard, surgelé, cru",Iode I,-69,"3,4"
légumes,"Petits pois, surgelés, crus",Iode I,-69,"0,15"
légumes,"Poivron vert, cru",Iode I,-69,< 20
légumes,"Poivron rouge, cru",Iode I,-69,< 20
légumes,"Radis noir, cru",Iode I,-69,< 20
légumes,"Scarole, crue",Iode I,-69,"0,4"
légumes,"Betterave rouge, crue",Iode I,-69,"0,5"
légumes,"Échalote, crue",Iode I,-69,< 20
légumes,"Mâche, crue",Iode I,-69,< 20
légumes,"Légumes, mélange surgelé, crus",Iode I,-69,< 5
légumes,"Champignon, chanterelle ou girolle, crue",Iode I,-69,"3,3"
légumes,"Champignon, morille, crue",Iode I,-69,-
légumes,"Champignon, truffe noire, crue",Iode I,-69,-
légumes,"Maïs doux, en épis, surgelé, cru",Iode I,-69,"0,5"
légumes,"Oseille, crue",Iode I,-69,"0,4"
légumes,"Champignon, pleurote, crue",Iode I,-69,-
légumes,"Chou blanc, cru",Iode I,-69,< 20
légumes,"Tomate verte, crue",Iode I,-69,-
légumes,"Batavia, crue",Iode I,-69,< 20
légumes,"Haricot de Lima, cru",Iode I,-69,-
légumes,"Courge musquée, pulpe, crue",Iode I,-69,"0,5"
légumes,"Potimarron, pulpe, cru",Iode I,-69,"0,15"
légumes,"Courge hokkaïdo, pulpe, crue",Iode I,-69,-
légumes,"Courge melonnette, pulpe, crue",Iode I,-69,-
légumes,"Courge doubeurre (butternut), pulpe, crue",Iode I,-69,-
légumes,"Courge, crue",Iode I,-69,"0,15"
légumes,"Courge spaghetti, pulpe, crue",Iode I,-69,-
légumes,"Piment, cru",Iode I,-69,-
